"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000005981","YPL060W","S. cerevisiae","MFM1","Mrs2 Function Modulating factor"
"SGD:S000005982","YPL061W","S. cerevisiae","ALD6","ALdehyde Dehydrogenase"
"SGD:S000005984","YPL063W","S. cerevisiae","TIM50","Translocase of the Inner Mitochondrial membrane"
"SGD:S000005985","YPL064C","S. cerevisiae","CWC27","Complexed With Cef1p"
"SGD:S000005986","YPL065W","S. cerevisiae","VPS28","Vacuolar Protein Sorting"
"SGD:S000005987","YPL066W","S. cerevisiae","RGL1","Rho1 GEF Localizing"
"SGD:S000005990","YPL069C","S. cerevisiae","BTS1","Bet Two Suppressor"
"SGD:S000005991","YPL070W","S. cerevisiae","MUK1","coMpUtationally-linked to Kap95"
"SGD:S000005993","YPL072W","S. cerevisiae","UBP16","UBiquitin-specific Protease"
"SGD:S000005995","YPL074W","S. cerevisiae","YTA6","Yeast Tat-binding Analog"
"SGD:S000005996","YPL075W","S. cerevisiae","GCR1","GlyColysis Regulation"
"SGD:S000005998","YPL077C","S. cerevisiae","",""
"SGD:S000005999","YPL078C","S. cerevisiae","ATP4","ATP synthase"
"SGD:S000006002","YPL081W","S. cerevisiae","RPS9A","Ribosomal Protein of the Small subunit"
"SGD:S000006003","YPL082C","S. cerevisiae","MOT1","Modifier of Transcription"
"SGD:S000006005","YPL084W","S. cerevisiae","BRO1","BCK1-like Resistance to Osmotic shock"
"SGD:S000006006","YPL085W","S. cerevisiae","SEC16","SECretory"
"SGD:S000006007","YPL086C","S. cerevisiae","ELP3","ELongator Protein"
"SGD:S000006009","YPL088W","S. cerevisiae","",""
"SGD:S000006010","YPL089C","S. cerevisiae","RLM1","Resistance to Lethality of MKK1P386 overexpression"
"SGD:S000006011","YPL090C","S. cerevisiae","RPS6A","Ribosomal Protein of the Small subunit"
"SGD:S000006012","YPL091W","S. cerevisiae","GLR1","GLutathione Reductase"
"SGD:S000006014","YPL093W","S. cerevisiae","NOG1","NucleOlar G-protein"
"SGD:S000006016","YPL095C","S. cerevisiae","EEB1","Ethyl Ester Biosynthesis"
"SGD:S000006017","YPL096W","S. cerevisiae","PNG1","Peptide N-Glycanase"
"SGD:S000006020","YPL099C","S. cerevisiae","INA17","INner membrane Assembly 17 kDa"
"SGD:S000006022","YPL101W","S. cerevisiae","ELP4","ELongator Protein"
"SGD:S000006024","YPL103C","S. cerevisiae","FMP30","Found in Mitochondrial Proteome"
"SGD:S000006026","YPL105C","S. cerevisiae","SYH1","SmY2 Homolog"
"SGD:S000006029","YPL108W","S. cerevisiae","",""
"SGD:S000006031","YPL110C","S. cerevisiae","GDE1","GlycerophosphoDiEsterase"
"SGD:S000006032","YPL111W","S. cerevisiae","CAR1","Catabolism of ARginine"
"SGD:S000006036","YPL115C","S. cerevisiae","BEM3","Bud EMergence"
"SGD:S000006037","YPL116W","S. cerevisiae","HOS3","Hda One Similar"
"SGD:S000006038","YPL117C","S. cerevisiae","IDI1","Isopentenyl Diphosphate Isomerase"
"SGD:S000006039","YPL118W","S. cerevisiae","MRP51","Mitochondrial Ribosomal Protein"
"SGD:S000006040","YPL119C","S. cerevisiae","DBP1","Dead Box Protein"
"SGD:S000006041","YPL120W","S. cerevisiae","VPS30","Vacuolar Protein Sorting"
"SGD:S000006043","YPL122C","S. cerevisiae","TFB2","Transcription Factor B"
"SGD:S000006047","YPL126W","S. cerevisiae","NAN1","Net1 Associated Nuclear protein"
"SGD:S000006048","YPL127C","S. cerevisiae","HHO1","Histone H One"
"SGD:S000006049","YPL128C","S. cerevisiae","TBF1","TTAGGG repeat-Binding Factor"
"SGD:S000006050","YPL129W","S. cerevisiae","TAF14","TATA binding protein-Associated Factor"
"SGD:S000006054","YPL133C","S. cerevisiae","RDS2","Regulator of Drug Sensitivity"
"SGD:S000006057","YPL136W","S. cerevisiae","",""
"SGD:S000006058","YPL137C","S. cerevisiae","GIP3","Glc7 Interacting Protein"
"SGD:S000006059","YPL138C","S. cerevisiae","SPP1","Set1c, Phd finger Protein"
"SGD:S000006060","YPL139C","S. cerevisiae","UME1","Unscheduled Meiotic gene Expression"
"SGD:S000006061","YPL140C","S. cerevisiae","MKK2","Mitogen-activated Kinase Kinase"
"SGD:S000006062","YPL141C","S. cerevisiae","FRK1","Fatty acyl-CoA synthetase and RNA processing-associated Kinase"
"SGD:S000006065","YPL144W","S. cerevisiae","POC4","PrOteasome Chaperone"
"SGD:S000006066","YPL145C","S. cerevisiae","KES1","KrE11-1 Suppressor"
"SGD:S000006067","YPL146C","S. cerevisiae","NOP53","NucleOlar Protein"
"SGD:S000006068","YPL147W","S. cerevisiae","PXA1","PeroXisomal ABC-transporter"
"SGD:S000006071","YPL150W","S. cerevisiae","",""
"SGD:S000006072","YPL151C","S. cerevisiae","PRP46","Pre-mRNA Processing"
"SGD:S000006073","YPL152W","S. cerevisiae","RRD2","Resistant to Rapamycin Deletion"
"SGD:S000006074","YPL153C","S. cerevisiae","RAD53","RADiation sensitive"
"SGD:S000006075","YPL154C","S. cerevisiae","PEP4","carboxyPEPtidase Y-deficient"
"SGD:S000006076","YPL155C","S. cerevisiae","KIP2","KInesin related Protein"
"SGD:S000006079","YPL158C","S. cerevisiae","AIM44","Altered Inheritance rate of Mitochondria"
"SGD:S000006081","YPL160W","S. cerevisiae","CDC60","Cell Division Cycle"
"SGD:S000006082","YPL161C","S. cerevisiae","BEM4","Bud EMergence"
"SGD:S000006087","YPL166W","S. cerevisiae","ATG29","AuTophaGy related"
"SGD:S000006088","YPL167C","S. cerevisiae","REV3","REVersionless"
"SGD:S000006089","YPL168W","S. cerevisiae","MRX4","Mitochondrial oRganization of gene eXpression (MIOREX)"
"SGD:S000006090","YPL169C","S. cerevisiae","MEX67","Messenger RNA EXport factor of 67 kDa"
"SGD:S000006091","YPL170W","S. cerevisiae","DAP1","DAmage resistance Protein"
"SGD:S000006093","YPL172C","S. cerevisiae","COX10","Cytochrome c OXidase"
"SGD:S000006094","YPL173W","S. cerevisiae","MRPL40","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000006095","YPL174C","S. cerevisiae","NIP100","Nuclear ImPort"
"SGD:S000006098","YPL177C","S. cerevisiae","CUP9",""
"SGD:S000006099","YPL178W","S. cerevisiae","CBC2","Cap Binding Complex"
"SGD:S000006100","YPL179W","S. cerevisiae","PPQ1","Protein Phosphatase Q"
"SGD:S000006101","YPL180W","S. cerevisiae","TCO89","Tor Complex One"
"SGD:S000006102","YPL181W","S. cerevisiae","CTI6","Cyc8-Tup1 Interacting protein"
"SGD:S000006104","YPL183C","S. cerevisiae","RTT10","Regulator of Ty1 Transposition"
"SGD:S000006109","YPL188W","S. cerevisiae","POS5","PerOxide Sensitive"
"SGD:S000006111","YPL190C","S. cerevisiae","NAB3","Nuclear polyAdenylated RNA-Binding"
"SGD:S000006112","YPL191C","S. cerevisiae","MIY2","MINDY deubiquitinase In Yeast"
"SGD:S000006114","YPL193W","S. cerevisiae","RSA1","RiboSome Assembly"
"SGD:S000006115","YPL194W","S. cerevisiae","DDC1","DNA Damage Checkpoint"
"SGD:S000006116","YPL195W","S. cerevisiae","APL5","clathrin Adaptor Protein complex Large chain"
"SGD:S000006118","YPL197C","S. cerevisiae","",""
"SGD:S000006120","YPL199C","S. cerevisiae","",""
"SGD:S000006122","YPL201C","S. cerevisiae","YIG1","Yeast protein Interacting with Glycerol 3-phosphatase"
"SGD:S000006124","YPL203W","S. cerevisiae","TPK2","Takashi's Protein Kinase"
"SGD:S000006127","YPL206C","S. cerevisiae","PGC1","Phosphatidyl Glycerol phospholipase C"
"SGD:S000006128","YPL207W","S. cerevisiae","TYW1","Trna-YW synthesizing protein"
"SGD:S000006129","YPL208W","S. cerevisiae","RKM1","Ribosomal lysine (K) Methyltransferase"
"SGD:S000006130","YPL209C","S. cerevisiae","IPL1","Increase in PLoidy"
"SGD:S000006131","YPL210C","S. cerevisiae","SRP72","Signal Recognition Particle"
"SGD:S000006132","YPL211W","S. cerevisiae","NIP7","Nuclear ImPort"
"SGD:S000006133","YPL212C","S. cerevisiae","PUS1","PseudoUridine Synthase"
"SGD:S000006134","YPL213W","S. cerevisiae","LEA1","Looks Exceptionally like U2A"
"SGD:S000006137","YPL216W","S. cerevisiae","",""
"SGD:S000006138","YPL217C","S. cerevisiae","BMS1","BMh Sensitive"
"SGD:S000006139","YPL218W","S. cerevisiae","SAR1","Secretion-Associated, Ras-related"
"SGD:S000006140","YPL219W","S. cerevisiae","PCL8","Pho85 CycLin"
"SGD:S000006141","YPL220W","S. cerevisiae","RPL1A","Ribosomal Protein of the Large subunit"
"SGD:S000006143","YPL222W","S. cerevisiae","FMP40","Found in Mitochondrial Proteome"
"SGD:S000006145","YPL224C","S. cerevisiae","MMT2","Mitochondrial Metal Transporter"
"SGD:S000006146","YPL225W","S. cerevisiae","CHP1","CHaPerone"
"SGD:S000006147","YPL226W","S. cerevisiae","NEW1","Nu+"
"SGD:S000006148","YPL227C","S. cerevisiae","ALG5","Asparagine-Linked Glycosylation"
"SGD:S000006149","YPL228W","S. cerevisiae","CET1","Capping Enzyme Triphosphatase"
"SGD:S000006151","YPL230W","S. cerevisiae","USV1","Up in StarVation"
"SGD:S000006152","YPL231W","S. cerevisiae","FAS2","Fatty Acid Synthetase"
"SGD:S000006154","YPL233W","S. cerevisiae","NSL1","Nnf1 Synthetic Lethal"
"SGD:S000006156","YPL235W","S. cerevisiae","RVB2","RuVB-like"
"SGD:S000006157","YPL236C","S. cerevisiae","ENV7","late ENdosome and Vacuole interface function"
"SGD:S000006160","YPL239W","S. cerevisiae","YAR1","Yeast Ankyrin Repeat"
"SGD:S000006161","YPL240C","S. cerevisiae","HSP82","Heat Shock Protein"
"SGD:S000006163","YPL242C","S. cerevisiae","IQG1","IQGAP-related protein"
"SGD:S000006164","YPL243W","S. cerevisiae","SRP68","Signal Recognition Particle"
"SGD:S000006165","YPL244C","S. cerevisiae","HUT1","Homolog of UDP-galactose Transporter"
"SGD:S000006166","YPL245W","S. cerevisiae","",""
"SGD:S000006168","YPL247C","S. cerevisiae","",""
"SGD:S000006169","YPL248C","S. cerevisiae","GAL4","GALactose metabolism"
"SGD:S000006170","YPL249C","S. cerevisiae","GYP5","Gtpase-activating protein for Ypt Proteins"
"SGD:S000006175","YPL254W","S. cerevisiae","HFI1","Histone H2A Functional Interactor"
"SGD:S000006176","YPL255W","S. cerevisiae","BBP1","Bfr1 Binding Protein"
"SGD:S000006180","YPL259C","S. cerevisiae","APM1","clathrin Adaptor Protein complex Medium chain"
"SGD:S000006181","YPL260W","S. cerevisiae","CUB1","Cu2+ suppressing and Bleomycin sensitive"
"SGD:S000006184","YPL263C","S. cerevisiae","KEL3","KELch"
"SGD:S000006189","YPL268W","S. cerevisiae","PLC1","PhosphoLipase C"
"SGD:S000006191","YPL270W","S. cerevisiae","MDL2","MultiDrug resistance-Like"
"SGD:S000006194","YPL273W","S. cerevisiae","SAM4","S-AdenosylMethionine metabolism"
"SGD:S000006205","YPR001W","S. cerevisiae","CIT3","CITrate synthase"
"SGD:S000006206","YPR002W","S. cerevisiae","PDH1","prpD Homolog"
"SGD:S000006207","YPR003C","S. cerevisiae","",""
"SGD:S000006208","YPR004C","S. cerevisiae","AIM45","Altered Inheritance rate of Mitochondria"
"SGD:S000006209","YPR005C","S. cerevisiae","HAL1","HALotolerance"
"SGD:S000006211","YPR007C","S. cerevisiae","REC8","RECombination"
"SGD:S000006212","YPR008W","S. cerevisiae","HAA1","Homolog of Ace1 Activator"
"SGD:S000006214","YPR010C","S. cerevisiae","RPA135","RNA Polymerase A"
"SGD:S000006218","YPR014C","S. cerevisiae","",""
"SGD:S000006222","YPR018W","S. cerevisiae","RLF2","Rap1 protein Localization Factor"
"SGD:S000006223","YPR019W","S. cerevisiae","MCM4","MiniChromosome Maintenance"
"SGD:S000006225","YPR021C","S. cerevisiae","AGC1","Aspartate-Glutamate Carrier"
"SGD:S000006227","YPR023C","S. cerevisiae","EAF3","Esa1p-Associated Factor"
"SGD:S000006229","YPR025C","S. cerevisiae","CCL1",""
"SGD:S000006232","YPR028W","S. cerevisiae","YOP1","YIP One Partner"
"SGD:S000006233","YPR029C","S. cerevisiae","APL4","clathrin Adaptor Protein complex Large chain"
"SGD:S000006234","YPR030W","S. cerevisiae","CSR2","Chs5 Spa2 Rescue"
"SGD:S000006235","YPR031W","S. cerevisiae","NTO1","NuA Three Orf"
"SGD:S000006237","YPR033C","S. cerevisiae","HTS1","Histidine-Trna Synthetase"
"SGD:S000006238","YPR034W","S. cerevisiae","ARP7","Actin-Related Protein"
"SGD:S000006239","YPR035W","S. cerevisiae","GLN1","GLutamiNe metabolism"
"SGD:S000006240","YPR036W","S. cerevisiae","VMA13","Vacuolar Membrane Atpase"
"SGD:S000006241","YPR037C","S. cerevisiae","ERV2","Essential for Respiration and Viability"
"SGD:S000006244","YPR040W","S. cerevisiae","TIP41","Tap42 Interacting Protein"
"SGD:S000006245","YPR041W","S. cerevisiae","TIF5","Translation Initiation Factor"
"SGD:S000006246","YPR042C","S. cerevisiae","PUF2","PUmilio-homology domain Family"
"SGD:S000006249","YPR045C","S. cerevisiae","THP3","THO-related Protein"
"SGD:S000006250","YPR046W","S. cerevisiae","MCM16","MiniChromosome Maintenance"
"SGD:S000006251","YPR047W","S. cerevisiae","MSF1","Mitochondrial aminoacyl-tRNA Synthetase, Phenylalanine (F)"
"SGD:S000006252","YPR048W","S. cerevisiae","TAH18","Top1T722A mutant Hypersensitive"
"SGD:S000006253","YPR049C","S. cerevisiae","ATG11","AuTophaGy related"
"SGD:S000006255","YPR051W","S. cerevisiae","MAK3","MAintenance of Killer"
"SGD:S000006256","YPR052C","S. cerevisiae","NHP6A","Non-Histone Protein"
"SGD:S000006258","YPR054W","S. cerevisiae","SMK1",""
"SGD:S000006259","YPR055W","S. cerevisiae","SEC8","SECretory"
"SGD:S000006260","YPR056W","S. cerevisiae","TFB4","Transcription Factor B subunit 4"
"SGD:S000006261","YPR057W","S. cerevisiae","BRR1","Bad Response to Refrigeration"
"SGD:S000006262","YPR058W","S. cerevisiae","YMC1","Yeast Mitochondrial Carrier"
"SGD:S000006264","YPR060C","S. cerevisiae","ARO7","AROmatic amino acid requiring"
"SGD:S000006265","YPR061C","S. cerevisiae","JID1","DnaJ protein Involved in ER-associated Degradation"
"SGD:S000006266","YPR062W","S. cerevisiae","FCY1","FluoroCYtosine resistance"
"SGD:S000006269","YPR065W","S. cerevisiae","ROX1","Regulation by OXygen"
"SGD:S000006271","YPR067W","S. cerevisiae","ISA2","Iron Sulfur Assembly"
"SGD:S000006272","YPR068C","S. cerevisiae","HOS1","Hda One Similar"
"SGD:S000006273","YPR069C","S. cerevisiae","SPE3","SPErmidine auxotroph"
"SGD:S000006274","YPR070W","S. cerevisiae","MED1","MEDiator complex"
"SGD:S000006276","YPR072W","S. cerevisiae","NOT5","Negative On TATA"
"SGD:S000006277","YPR073C","S. cerevisiae","LTP1","Low molecular weight protein Tyrosine Phosphatase"
"SGD:S000006278","YPR074C","S. cerevisiae","TKL1","TransKetoLase"
"SGD:S000006279","YPR075C","S. cerevisiae","OPY2","Overproduction-induced Pheromone-resistant Yeast"
"SGD:S000006282","YPR078C","S. cerevisiae","",""
"SGD:S000006283","YPR079W","S. cerevisiae","MRL1","Mannose 6-phosphate Receptor Like"
"SGD:S000006284","YPR080W","S. cerevisiae","TEF1","Translation Elongation Factor"
"SGD:S000006285","YPR081C","S. cerevisiae","GRS2","Glycyl-tRNA Synthase"
"SGD:S000006287","YPR083W","S. cerevisiae","MDM36","Mitochondrial Distribution and Morphology"
"SGD:S000006290","YPR086W","S. cerevisiae","SUA7","Suppressor of Upstream AUG"
"SGD:S000006292","YPR088C","S. cerevisiae","SRP54","Signal Recognition Particle 54-kD subunit"
"SGD:S000006294","YPR090W","S. cerevisiae","",""
"SGD:S000006297","YPR093C","S. cerevisiae","ASR1","Alcohol Sensitive Ring/PHD finger"
"SGD:S000006299","YPR095C","S. cerevisiae","SYT1","Suppressor of ypt3"
"SGD:S000006305","YPR101W","S. cerevisiae","SNT309","Synthetic lethal to prp NineTeen mutation"
"SGD:S000006307","YPR103W","S. cerevisiae","PRE2","PRoteinase yscE"
"SGD:S000006309","YPR105C","S. cerevisiae","COG4","Conserved Oligomeric Golgi complex"
"SGD:S000006310","YPR106W","S. cerevisiae","ISR1","Inhibition of Staurosporine Resistance"
"SGD:S000006311","YPR107C","S. cerevisiae","YTH1","Yeast THirty kDa Homolog"
"SGD:S000006312","YPR108W","S. cerevisiae","RPN7","Regulatory Particle Non-ATPase"
"SGD:S000006314","YPR110C","S. cerevisiae","RPC40","RNA Polymerase C"
"SGD:S000006316","YPR112C","S. cerevisiae","MRD1","Multiple RNA-binding domain"
"SGD:S000006318","YPR114W","S. cerevisiae","ALE2","Acyltransferase for LysophosphatidylEthanolamine"
"SGD:S000006319","YPR115W","S. cerevisiae","RGC1","Regulator of the Glycerol Channel"
"SGD:S000006320","YPR116W","S. cerevisiae","RRG8","Required for Respiratory Growth"
"SGD:S000006321","YPR117W","S. cerevisiae","HOB2","ortholog of Drosophila HOBbit"
"SGD:S000006322","YPR118W","S. cerevisiae","MRI1","MethylthioRibose-1-phosphate Isomerase"
"SGD:S000006323","YPR119W","S. cerevisiae","CLB2","CycLin B"
"SGD:S000006324","YPR120C","S. cerevisiae","CLB5","CycLin B"
"SGD:S000006331","YPR127W","S. cerevisiae","",""
"SGD:S000006335","YPR131C","S. cerevisiae","NAT3","N-terminal AcetylTransferase"
"SGD:S000006337","YPR133C","S. cerevisiae","SPN1","Suppresses Postrecruitment functions gene Number 1"
"SGD:S000006338","YPR134W","S. cerevisiae","MSS18","Mitochondrial Splicing System"
"SGD:S000006339","YPR135W","S. cerevisiae","CTF4","Chromosome Transmission Fidelity"
"SGD:S000006341","YPR137W","S. cerevisiae","RRP9","Ribosomal RNA Processing"
"SGD:S000006342","YPR138C","S. cerevisiae","MEP3",""
"SGD:S000006344","YPR140W","S. cerevisiae","TAZ1","TAfaZzin"
"SGD:S000006345","YPR141C","S. cerevisiae","KAR3","KARyogamy"
"SGD:S000006347","YPR143W","S. cerevisiae","RRP15","Ribosomal RNA Processing"
"SGD:S000006348","YPR144C","S. cerevisiae","NOC4","NucleOlar Complex associated"
"SGD:S000006355","YPR151C","S. cerevisiae","SUE1",""
"SGD:S000006356","YPR152C","S. cerevisiae","URN1","U2-U5-U6 snRNP, RES complex, and NTC interacting protein"
"SGD:S000006358","YPR154W","S. cerevisiae","PIN3","Psi+ INducibility"
"SGD:S000006359","YPR155C","S. cerevisiae","NCA2","Nuclear Control of ATPase"
"SGD:S000006362","YPR158W","S. cerevisiae","CUR1","Curing of [URe3]"
"SGD:S000006364","YPR160W","S. cerevisiae","GPH1","Glycogen PHosphorylase"
"SGD:S000006365","YPR161C","S. cerevisiae","SGV1","Suppressor of Gpa1-Val50 mutation"
"SGD:S000006366","YPR162C","S. cerevisiae","ORC4","Origin Recognition Complex"
"SGD:S000006367","YPR163C","S. cerevisiae","TIF3","Translation Initiation Factor"
"SGD:S000006368","YPR164W","S. cerevisiae","MMS1","Methyl MethaneSulfonate sensitivity"
"SGD:S000006369","YPR165W","S. cerevisiae","RHO1","Ras HOmolog"
"SGD:S000006370","YPR166C","S. cerevisiae","MRP2","Mitochondrial Ribosomal Protein"
"SGD:S000006371","YPR167C","S. cerevisiae","MET16","METhionine requiring"
"SGD:S000006372","YPR168W","S. cerevisiae","NUT2","Negative regulation of URS Two"
"SGD:S000006373","YPR169W","S. cerevisiae","JIP5","Jumonji domain Interacting Protein"
"SGD:S000006375","YPR171W","S. cerevisiae","BSP1","Binding protein of Synaptojanin Polyphosphoinositide phosphatase domain"
"SGD:S000006376","YPR172W","S. cerevisiae","",""
"SGD:S000006377","YPR173C","S. cerevisiae","VPS4","Vacuolar Protein Sorting"
"SGD:S000006379","YPR175W","S. cerevisiae","DPB2","DNA Polymerase B"
"SGD:S000006382","YPR178W","S. cerevisiae","PRP4","Pre-mRNA Processing"
"SGD:S000006383","YPR179C","S. cerevisiae","HDA3","Histone DeAcetylase"
"SGD:S000006384","YPR180W","S. cerevisiae","AOS1","Activation Of Smt3p"
"SGD:S000006385","YPR181C","S. cerevisiae","SEC23","SECretory"
"SGD:S000006386","YPR182W","S. cerevisiae","SMX3",""
"SGD:S000006387","YPR183W","S. cerevisiae","DPM1","Dolichol Phosphate Mannose synthase"
"SGD:S000006388","YPR184W","S. cerevisiae","GDB1","Glycogen DeBranching"
"SGD:S000006390","YPR186C","S. cerevisiae","PZF1","Putative Zinc Finger"
"SGD:S000006391","YPR187W","S. cerevisiae","RPO26","RNA POlymerase"
"SGD:S000006392","YPR188C","S. cerevisiae","MLC2","Myo1p Light Chain"
"SGD:S000006393","YPR189W","S. cerevisiae","SKI3","SuperKIller"
"SGD:S000006394","YPR190C","S. cerevisiae","RPC82","RNA Polymerase C"
"SGD:S000006395","YPR191W","S. cerevisiae","QCR2","QH2:cytochrome-C oxidoReductase"
"SGD:S000006398","YPR194C","S. cerevisiae","OPT2","OligoPeptide Transporter"
"SGD:S000006400","YPR196W","S. cerevisiae","",""
"SGD:S000006402","YPR198W","S. cerevisiae","SGE1","Suppression of Gal11 Expression"
"SGD:S000006405","YPR201W","S. cerevisiae","ARR3","ARsenicals Resistance"
"SGD:S000006409","YEL077C","S. cerevisiae","",""
"SGD:S000006430","YDL045W-A","S. cerevisiae","MRP10","Mitochondrial Ribosomal Protein"
"SGD:S000006434","YLR438C-A","S. cerevisiae","LSM3","Like SM"
"SGD:S000006435","YKR035W-A","S. cerevisiae","DID2","Doa4-Independent Degradation"
"SGD:S000006438","YPL249C-A","S. cerevisiae","RPL36B","Ribosomal Protein of the Large subunit"
"SGD:S000006439","YCR020W-B","S. cerevisiae","HTL1","High-Temperature Lethal"
"SGD:S000007222","YCR028C-A","S. cerevisiae","RIM1","Replication In Mitochondria"
"SGD:S000007223","YCR087C-A","S. cerevisiae","",""
"SGD:S000007232","YDL130W-A","S. cerevisiae","STF1","STabilizing Factor"
"SGD:S000007235","YDR363W-A","S. cerevisiae","SEM1","Suppressor of Exocyst Mutations"
"SGD:S000007237","YER048W-A","S. cerevisiae","ISD11","Iron-Sulfur protein biogenesis, Desulfurase-interacting protein"
"SGD:S000007246","YLR262C-A","S. cerevisiae","TMA7","Translation Machinery Associated"
"SGD:S000007255","YDR322C-A","S. cerevisiae","TIM11","Translocase of the Inner Mitochondrial membrane"
"SGD:S000007260","Q0045","S. cerevisiae","COX1","Cytochrome c OXidase"
"SGD:S000007261","Q0050","S. cerevisiae","AI1",""
