"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000005447","YOL087C","S. cerevisiae","DUF1","DUB-associated Factor"
"SGD:S000005448","YOL088C","S. cerevisiae","MPD2","Multicopy suppressor of PDI1 deletion"
"SGD:S000005450","YOL090W","S. cerevisiae","MSH2","MutS Homolog"
"SGD:S000005451","YOL091W","S. cerevisiae","SPO21","SPOrulation"
"SGD:S000005453","YOL093W","S. cerevisiae","TRM10","Transfer RNA Methyltransferase"
"SGD:S000005454","YOL094C","S. cerevisiae","RFC4","Replication Factor C"
"SGD:S000005455","YOL095C","S. cerevisiae","HMI1","Helicase in MItochondria"
"SGD:S000005457","YOL097C","S. cerevisiae","WRS1","W (tryptophan) RS (tRNA synthetase)"
"SGD:S000005458","YOL098C","S. cerevisiae","SDD3","Suppressor of Degenerative Death"
"SGD:S000005459","YOL099C","S. cerevisiae","",""
"SGD:S000005460","YOL100W","S. cerevisiae","PKH2","Pkb-activating Kinase Homolog"
"SGD:S000005461","YOL101C","S. cerevisiae","IZH4","Implicated in Zinc Homeostasis"
"SGD:S000005462","YOL102C","S. cerevisiae","TPT1","tRNA 2'-PhosphoTransferase"
"SGD:S000005463","YOL103W","S. cerevisiae","ITR2","myo-Inositol TRansporter"
"SGD:S000005464","YOL104C","S. cerevisiae","NDJ1","NonDisJunction"
"SGD:S000005465","YOL105C","S. cerevisiae","WSC3","cell Wall integrity and Stress response Component"
"SGD:S000005466","YOL106W","S. cerevisiae","",""
"SGD:S000005467","YOL107W","S. cerevisiae","",""
"SGD:S000005468","YOL108C","S. cerevisiae","INO4","INOsitol requiring"
"SGD:S000005469","YOL109W","S. cerevisiae","ZEO1","ZEOcin resistance"
"SGD:S000005470","YOL110W","S. cerevisiae","SHR5","Suppressor of Hyperactive Ras"
"SGD:S000005471","YOL111C","S. cerevisiae","MDY2","Mating-Deficient Yeast"
"SGD:S000005472","YOL112W","S. cerevisiae","MSB4","Multicopy Suppression of a Budding defect"
"SGD:S000005473","YOL113W","S. cerevisiae","SKM1","STE20/PAK homologous Kinase related to Morphogenesis"
"SGD:S000005475","YOL115W","S. cerevisiae","PAP2","Poly(A) Polymerase"
"SGD:S000005476","YOL116W","S. cerevisiae","MSN1","Multicopy suppressor of SNF1 mutation"
"SGD:S000005477","YOL117W","S. cerevisiae","RRI2",""
"SGD:S000005478","YOL118C","S. cerevisiae","",""
"SGD:S000005480","YOL120C","S. cerevisiae","RPL18A","Ribosomal Protein of the Large subunit"
"SGD:S000005483","YOL123W","S. cerevisiae","HRP1","Heterogenous nuclear RibonucleoProtein"
"SGD:S000005484","YOL124C","S. cerevisiae","TRM11","TRna Methyltransferase"
"SGD:S000005486","YOL126C","S. cerevisiae","MDH2","Malate DeHydrogenase"
"SGD:S000005487","YOL127W","S. cerevisiae","RPL25","Ribosomal Protein of the Large subunit"
"SGD:S000005488","YOL128C","S. cerevisiae","YGK3","Yeast homolog of Glycogen synthase Kinase"
"SGD:S000005489","YOL129W","S. cerevisiae","VPS68","Vacuolar Protein Sorting"
"SGD:S000005490","YOL130W","S. cerevisiae","ALR1","ALuminum Resistance"
"SGD:S000005491","YOL131W","S. cerevisiae","",""
"SGD:S000005492","YOL132W","S. cerevisiae","GAS4","Glycophospholipid-Anchored Surface protein"
"SGD:S000005493","YOL133W","S. cerevisiae","HRT1","High level expression Reduces Ty3 transposition"
"SGD:S000005495","YOL135C","S. cerevisiae","MED7","MEDiator complex"
"SGD:S000005496","YOL136C","S. cerevisiae","PFK27","6-PhosphoFructo-2-Kinase"
"SGD:S000005497","YOL137W","S. cerevisiae","BSC6","Bypass of Stop Codon"
"SGD:S000005499","YOL139C","S. cerevisiae","CDC33","Cell Division Cycle"
"SGD:S000005500","YOL140W","S. cerevisiae","ARG8","ARGinine requiring"
"SGD:S000005502","YOL142W","S. cerevisiae","RRP40","Ribosomal RNA Processing"
"SGD:S000005503","YOL143C","S. cerevisiae","RIB4","RIBoflavin biosynthesis"
"SGD:S000005504","YOL144W","S. cerevisiae","NOP8","NucleOlar Protein"
"SGD:S000005505","YOL145C","S. cerevisiae","CTR9","Cln Three (CLN3) Requiring"
"SGD:S000005506","YOL146W","S. cerevisiae","PSF3","Partner of Sld Five"
"SGD:S000005507","YOL147C","S. cerevisiae","PEX11","PEroXin"
"SGD:S000005508","YOL148C","S. cerevisiae","SPT20","SuPpressor of Ty"
"SGD:S000005509","YOL149W","S. cerevisiae","DCP1","mRNA DeCaPping"
"SGD:S000005510","YOL150C","S. cerevisiae","",""
"SGD:S000005511","YOL151W","S. cerevisiae","GRE2","Genes de Respuesta a Estres (stress responsive genes)"
"SGD:S000005512","YOL152W","S. cerevisiae","FRE7","Ferric REductase"
"SGD:S000005514","YOL154W","S. cerevisiae","ZPS1","Zinc- and pH-regulated Surface protein"
"SGD:S000005516","YOL156W","S. cerevisiae","HXT11","HeXose Transporter"
"SGD:S000005519","YOL159C","S. cerevisiae","CSS3","Condition Specific Secretion"
"SGD:S000005523","YOL163W","S. cerevisiae","",""
"SGD:S000005527","YOR001W","S. cerevisiae","RRP6","Ribosomal RNA Processing"
"SGD:S000005529","YOR003W","S. cerevisiae","YSP3","Yeast Subtilisin-like Protease III"
"SGD:S000005530","YOR004W","S. cerevisiae","UTP23","U Three-associated Protein"
"SGD:S000005531","YOR005C","S. cerevisiae","DNL4","DNA Ligase"
"SGD:S000005532","YOR006C","S. cerevisiae","TSR3","Twenty S rRNA accumulation"
"SGD:S000005533","YOR007C","S. cerevisiae","SGT2","Small Glutamine-rich Tetratricopeptide repeat-containing protein"
"SGD:S000005534","YOR008C","S. cerevisiae","SLG1","Synthetic Lethal with Gap"
"SGD:S000005535","YOR009W","S. cerevisiae","TIR4","TIp1-Related"
"SGD:S000005536","YOR010C","S. cerevisiae","TIR2","TIp1-Related"
"SGD:S000005537","YOR011W","S. cerevisiae","AUS1","ABC protein involved in Uptake of Sterols"
"SGD:S000005540","YOR014W","S. cerevisiae","RTS1","Rox Three Suppressor"
"SGD:S000005542","YOR016C","S. cerevisiae","ERP4","Emp24p/Erv25p Related Protein"
"SGD:S000005543","YOR017W","S. cerevisiae","PET127","PETite colonies"
"SGD:S000005544","YOR018W","S. cerevisiae","ROD1","Resistance to O-Dinitrobenzene"
"SGD:S000005546","YOR020C","S. cerevisiae","HSP10","Heat Shock Protein"
"SGD:S000005549","YOR023C","S. cerevisiae","AHC1","Ada Histone acetyltransferase complex Component"
"SGD:S000005551","YOR025W","S. cerevisiae","HST3","Homolog of SIR Two (SIR2)"
"SGD:S000005552","YOR026W","S. cerevisiae","BUB3","Budding Uninhibited by Benzimidazole"
"SGD:S000005553","YOR027W","S. cerevisiae","STI1","STress Inducible"
"SGD:S000005554","YOR028C","S. cerevisiae","CIN5","Chromosome INstability"
"SGD:S000005555","YOR029W","S. cerevisiae","",""
"SGD:S000005557","YOR031W","S. cerevisiae","CRS5","Copper-Resistant Suppressor"
"SGD:S000005558","YOR032C","S. cerevisiae","HMS1","High-copy Mep Suppressor"
"SGD:S000005559","YOR033C","S. cerevisiae","EXO1","EXOnuclease"
"SGD:S000005560","YOR034C","S. cerevisiae","AKR2","AnKyrin Repeat-containing protein"
"SGD:S000005561","YOR035C","S. cerevisiae","SHE4","Swi5p-dependent HO Expression"
"SGD:S000005562","YOR036W","S. cerevisiae","PEP12","carboxyPEPtidase Y-deficient"
"SGD:S000005563","YOR037W","S. cerevisiae","CYC2","CYtochrome C"
"SGD:S000005564","YOR038C","S. cerevisiae","HIR2","HIstone Regulation"
"SGD:S000005565","YOR039W","S. cerevisiae","CKB2","Casein Kinase Beta' subunit"
"SGD:S000005566","YOR040W","S. cerevisiae","GLO4","GLyOxalase"
"SGD:S000005568","YOR042W","S. cerevisiae","CUE5","Coupling of Ubiquitin conjugation to ER degradation"
"SGD:S000005569","YOR043W","S. cerevisiae","WHI2","WHIskey"
"SGD:S000005571","YOR045W","S. cerevisiae","TOM6","Translocase of the Outer Mitochondrial membrane"
"SGD:S000005572","YOR046C","S. cerevisiae","DBP5","Dead Box Protein"
"SGD:S000005573","YOR047C","S. cerevisiae","STD1","Suppressor of Tbp Deletion"
"SGD:S000005574","YOR048C","S. cerevisiae","RAT1","Ribonucleic Acid Trafficking"
"SGD:S000005575","YOR049C","S. cerevisiae","RSB1","Resistance to Sphingoid long-chain Base"
"SGD:S000005576","YOR050C","S. cerevisiae","",""
"SGD:S000005577","YOR051C","S. cerevisiae","ETT1","Enhancer of Translation Termination"
"SGD:S000005579","YOR053W","S. cerevisiae","",""
"SGD:S000005580","YOR054C","S. cerevisiae","VHS3","Viable in a Hal3 Sit4 background"
"SGD:S000005582","YOR056C","S. cerevisiae","NOB1","Nin1 (One) Binding protein"
"SGD:S000005583","YOR057W","S. cerevisiae","SGT1","Suppressor of G2 (Two) allele of skp1"
"SGD:S000005584","YOR058C","S. cerevisiae","ASE1","Anaphase Spindle Elongation"
"SGD:S000005585","YOR059C","S. cerevisiae","LPL1","LD phospholipase"
"SGD:S000005586","YOR060C","S. cerevisiae","SLD7","Synthetic Lethality with Dpb11-24"
"SGD:S000005587","YOR061W","S. cerevisiae","CKA2","Casein Kinase Alpha' subunit"
"SGD:S000005588","YOR062C","S. cerevisiae","",""
"SGD:S000005589","YOR063W","S. cerevisiae","RPL3","Ribosomal Protein of the Large subunit"
"SGD:S000005590","YOR064C","S. cerevisiae","YNG1","Yeast iNG1 homolog"
"SGD:S000005591","YOR065W","S. cerevisiae","CYT1","CYTochrome c1"
"SGD:S000005592","YOR066W","S. cerevisiae","MSA1","Mbf and Sbf Associated"
"SGD:S000005593","YOR067C","S. cerevisiae","ALG8","Asparagine-Linked Glycosylation"
"SGD:S000005594","YOR068C","S. cerevisiae","VAM10","VAcuolar Morphogenesis"
"SGD:S000005595","YOR069W","S. cerevisiae","VPS5","Vacuolar Protein Sorting"
"SGD:S000005596","YOR070C","S. cerevisiae","GYP1","Gtpase-activating protein for YPt1p"
"SGD:S000005597","YOR071C","S. cerevisiae","NRT1","Nicotinamide Riboside Transporter"
"SGD:S000005598","YOR072W","S. cerevisiae","",""
"SGD:S000005599","YOR073W","S. cerevisiae","SGO1","ShuGOshin (Japanese for ""guardian spirit"")"
"SGD:S000005600","YOR074C","S. cerevisiae","CDC21","Cell Division Cycle"
"SGD:S000005601","YOR075W","S. cerevisiae","UFE1","Unknown Function Essential"
"SGD:S000005602","YOR076C","S. cerevisiae","SKI7","SuperKIller"
"SGD:S000005604","YOR078W","S. cerevisiae","BUD21","BUD site selection"
"SGD:S000005605","YOR079C","S. cerevisiae","ATX2","AnTioXidant"
"SGD:S000005606","YOR080W","S. cerevisiae","DIA2","Digs Into Agar"
"SGD:S000005607","YOR081C","S. cerevisiae","TGL5","TriacylGlycerol Lipase"
"SGD:S000005608","YOR082C","S. cerevisiae","",""
"SGD:S000005609","YOR083W","S. cerevisiae","WHI5","WHIskey"
"SGD:S000005610","YOR084W","S. cerevisiae","LPX1","Lipase of PeroXisomes"
"SGD:S000005611","YOR085W","S. cerevisiae","OST3","OligoSaccharylTransferase"
"SGD:S000005612","YOR086C","S. cerevisiae","TCB1","Three Calcium and lipid Binding domains (TriCalBins)"
"SGD:S000005613","YOR087W","S. cerevisiae","YVC1","Yeast Vacuolar Conductance"
"SGD:S000005614","YOR088W","S. cerevisiae","",""
"SGD:S000005615","YOR089C","S. cerevisiae","VPS21","Vacuolar Protein Sorting"
"SGD:S000005616","YOR090C","S. cerevisiae","PTC5","Phosphatase Two C"
"SGD:S000005618","YOR092W","S. cerevisiae","ECM3","ExtraCellular Mutant"
"SGD:S000005619","YOR093C","S. cerevisiae","CMR2","Changed Mutation Rate"
"SGD:S000005621","YOR095C","S. cerevisiae","RKI1","Ribose-5-phosphate Ketol-Isomerase"
"SGD:S000005622","YOR096W","S. cerevisiae","RPS7A","Ribosomal Protein of the Small subunit"
"SGD:S000005623","YOR097C","S. cerevisiae","",""
"SGD:S000005624","YOR098C","S. cerevisiae","NUP1","NUclear Pore"
"SGD:S000005625","YOR099W","S. cerevisiae","KTR1","Kre Two Related"
"SGD:S000005626","YOR100C","S. cerevisiae","CRC1","CaRnitine Carrier"
"SGD:S000005627","YOR101W","S. cerevisiae","RAS1","homologous to RAS proto-oncogene"
"SGD:S000005628","YOR102W","S. cerevisiae","",""
"SGD:S000005629","YOR103C","S. cerevisiae","OST2","OligoSaccharylTransferase"
"SGD:S000005630","YOR104W","S. cerevisiae","PIN2","Psi+ INducibility"
"SGD:S000005632","YOR106W","S. cerevisiae","VAM3","VAcuolar Morphogenesis"
"SGD:S000005633","YOR107W","S. cerevisiae","RGS2","Regulator of heterotrimeric G protein Signaling"
"SGD:S000005634","YOR108W","S. cerevisiae","LEU9","LEUcine biosynthesis"
"SGD:S000005635","YOR109W","S. cerevisiae","INP53","INositol polyphosphate 5-Phosphatase"
"SGD:S000005636","YOR110W","S. cerevisiae","TFC7",""
"SGD:S000005637","YOR111W","S. cerevisiae","",""
"SGD:S000005638","YOR112W","S. cerevisiae","CEX1","Cytoplasmic EXport protein"
"SGD:S000005640","YOR114W","S. cerevisiae","CIM1","Copy number Influence on Mtdna"
"SGD:S000005641","YOR115C","S. cerevisiae","TRS33","TRapp Subunit"
"SGD:S000005642","YOR116C","S. cerevisiae","RPO31","RNA POlymerase"
"SGD:S000005643","YOR117W","S. cerevisiae","RPT5","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
"SGD:S000005644","YOR118W","S. cerevisiae","RTC5","Restriction of Telomere Capping"
"SGD:S000005645","YOR119C","S. cerevisiae","RIO1","RIght Open reading frame"
"SGD:S000005646","YOR120W","S. cerevisiae","GCY1","Galactose-inducible Crystallin-like Yeast protein"
"SGD:S000005647","YOR121C","S. cerevisiae","",""
"SGD:S000005648","YOR122C","S. cerevisiae","PFY1","ProFilin of Yeast"
"SGD:S000005649","YOR123C","S. cerevisiae","LEO1","LEft Open reading frame"
"SGD:S000005650","YOR124C","S. cerevisiae","UBP2","UBiquitin-specific Protease"
"SGD:S000005651","YOR125C","S. cerevisiae","CAT5","CATabolite repression"
"SGD:S000005653","YOR127W","S. cerevisiae","RGA1","Rho GTPase Activating Protein"
"SGD:S000005654","YOR128C","S. cerevisiae","ADE2","ADEnine requiring"
"SGD:S000005656","YOR130C","S. cerevisiae","ORT1","ORnithine Transporter"
"SGD:S000005657","YOR131C","S. cerevisiae","",""
"SGD:S000005658","YOR132W","S. cerevisiae","VPS17","Vacuolar Protein Sorting"
"SGD:S000005660","YOR134W","S. cerevisiae","BAG7",""
"SGD:S000005662","YOR136W","S. cerevisiae","IDH2","Isocitrate DeHydrogenase"
"SGD:S000005664","YOR138C","S. cerevisiae","RUP1","Rsp5-Ubp2 interacting Protein"
"SGD:S000005666","YOR140W","S. cerevisiae","SFL1","Suppressor gene for FLocculation"
"SGD:S000005667","YOR141C","S. cerevisiae","ARP8","Actin-Related Protein"
"SGD:S000005668","YOR142W","S. cerevisiae","LSC1","Ligase of Succinyl-CoA"
"SGD:S000005669","YOR143C","S. cerevisiae","THI80","THIamine metabolism"
"SGD:S000005670","YOR144C","S. cerevisiae","ELG1","Enhanced Level of Genomic instability"
"SGD:S000005671","YOR145C","S. cerevisiae","PNO1","Partner of NOb1"
"SGD:S000005672","YOR146W","S. cerevisiae","",""
"SGD:S000005673","YOR147W","S. cerevisiae","MDM32","Mitochondrial Distribution and Morphology"
"SGD:S000005674","YOR148C","S. cerevisiae","SPP2","Suppressor of PrP"
"SGD:S000005676","YOR150W","S. cerevisiae","MRPL23","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000005677","YOR151C","S. cerevisiae","RPB2","RNA Polymerase B"
"SGD:S000005679","YOR153W","S. cerevisiae","PDR5","Pleiotropic Drug Resistance"
"SGD:S000005680","YOR154W","S. cerevisiae","SLP1","SUN-Like Protein"
"SGD:S000005681","YOR155C","S. cerevisiae","ISN1","IMP-Specific 5'-Nucleotidase"
"SGD:S000005682","YOR156C","S. cerevisiae","NFI1","Neck Filament Interacting"
"SGD:S000005683","YOR157C","S. cerevisiae","PUP1","PUtative Proteasome subunit"
"SGD:S000005684","YOR158W","S. cerevisiae","PET123","PETite colonies"
"SGD:S000005685","YOR159C","S. cerevisiae","SME1","Sm protein E"
"SGD:S000005686","YOR160W","S. cerevisiae","MTR10","Mrna TRansport defective"
"SGD:S000005687","YOR161C","S. cerevisiae","PNS1","pH Nine Sensitive"
"SGD:S000005688","YOR162C","S. cerevisiae","YRR1","Yeast Reveromycin-A Resistant"
"SGD:S000005690","YOR164C","S. cerevisiae","GET4","Guided Entry Tail-anchored proteins"
"SGD:S000005697","YOR171C","S. cerevisiae","LCB4","Long-Chain Base"
"SGD:S000005698","YOR172W","S. cerevisiae","YRM1","Yeast Reveromycin resistance Modulator"
"SGD:S000005699","YOR173W","S. cerevisiae","DCS2","DeCapping Scavenger"
"SGD:S000005700","YOR174W","S. cerevisiae","MED4","MEDiator complex"
"SGD:S000005701","YOR175C","S. cerevisiae","ALE1","Acyltransferase for Lyso-phosphatidylEthanolamine"
"SGD:S000005702","YOR176W","S. cerevisiae","HEM15","HEMe biosynthesis"
"SGD:S000005703","YOR177C","S. cerevisiae","MPC54","Meiotic Plaque Component"
"SGD:S000005704","YOR178C","S. cerevisiae","GAC1","Glycogen ACcumulation"
"SGD:S000005705","YOR179C","S. cerevisiae","SYC1","Similar to Ysh1 C-terminal"
"SGD:S000005706","YOR180C","S. cerevisiae","DCI1","delta(3,5)-delta(2,4)-Dienoyl-CoA Isomerase"
"SGD:S000005707","YOR181W","S. cerevisiae","LAS17",""
"SGD:S000005710","YOR184W","S. cerevisiae","SER1","SERine requiring"
"SGD:S000005711","YOR185C","S. cerevisiae","GSP2","Genetic Suppressor of Prp20-1"
"SGD:S000005713","YOR187W","S. cerevisiae","TUF1",""
"SGD:S000005714","YOR188W","S. cerevisiae","MSB1","Multicopy Suppression of a Budding defect"
"SGD:S000005715","YOR189W","S. cerevisiae","IES4","Ino Eighty Subunit"
"SGD:S000005716","YOR190W","S. cerevisiae","SPR1","SPorulation Regulated"
"SGD:S000005717","YOR191W","S. cerevisiae","ULS1","Ubiquitin Ligase for SUMO conjugates"
"SGD:S000005718","YOR192C","S. cerevisiae","THI72","THI7 homolog 2"
"SGD:S000005720","YOR194C","S. cerevisiae","TOA1",""
"SGD:S000005721","YOR195W","S. cerevisiae","SLK19","Synthetic Lethal Kar3p"
"SGD:S000005722","YOR196C","S. cerevisiae","LIP5","LIPoic acid"
"SGD:S000005723","YOR197W","S. cerevisiae","MCA1","MetaCAspase"
"SGD:S000005724","YOR198C","S. cerevisiae","BFR1","BreFeldin A Resistance"
"SGD:S000005727","YOR201C","S. cerevisiae","MRM1","Mitochondrial rRNA Methyltransferase"
"SGD:S000005728","YOR202W","S. cerevisiae","HIS3","HIStidine"
"SGD:S000005730","YOR204W","S. cerevisiae","DED1","Defines Essential Domain"
"SGD:S000005731","YOR205C","S. cerevisiae","GEP3","GEnetic interactors of Prohibitins"
"SGD:S000005732","YOR206W","S. cerevisiae","NOC2","NucleOlar Complex associated"
"SGD:S000005733","YOR207C","S. cerevisiae","RET1","Reduced Efficiency of Termination"
"SGD:S000005734","YOR208W","S. cerevisiae","PTP2","Protein Tyrosine Phosphatase"
"SGD:S000005735","YOR209C","S. cerevisiae","NPT1","Nicotinate PhosphoribosylTransferase"
"SGD:S000005736","YOR210W","S. cerevisiae","RPB10","RNA Polymerase B"
"SGD:S000005737","YOR211C","S. cerevisiae","MGM1","Mitochondrial Genome Maintenance"
"SGD:S000005738","YOR212W","S. cerevisiae","STE4","STErile"
"SGD:S000005739","YOR213C","S. cerevisiae","SAS5","Something About Silencing"
"SGD:S000005740","YOR214C","S. cerevisiae","SPR2","SPorulation-Regulated"
"SGD:S000005741","YOR215C","S. cerevisiae","AIM41","Altered Inheritance of Mitochondria"
"SGD:S000005743","YOR217W","S. cerevisiae","RFC1","Replication Factor C"
"SGD:S000005745","YOR219C","S. cerevisiae","STE13","STErile"
"SGD:S000005746","YOR220W","S. cerevisiae","RCN2","Regulator of CalciNeurin"
"SGD:S000005747","YOR221C","S. cerevisiae","MCT1","Malonyl-CoA:ACP Transferase"
"SGD:S000005748","YOR222W","S. cerevisiae","ODC2","OxoDicarboxylate Carrier"
"SGD:S000005750","YOR224C","S. cerevisiae","RPB8","RNA Polymerase B"
"SGD:S000005751","YOR225W","S. cerevisiae","",""
"SGD:S000005752","YOR226C","S. cerevisiae","ISU2","IscU homolog"
"SGD:S000005753","YOR227W","S. cerevisiae","HER1","Hmg2p ER Remodeling"
"SGD:S000005755","YOR229W","S. cerevisiae","WTM2","WD repeat containing Transcriptional Modulator"
"SGD:S000005756","YOR230W","S. cerevisiae","WTM1","WD repeat containing Transcriptional Modulator"
"SGD:S000005757","YOR231W","S. cerevisiae","MKK1","Mitogen-activated protein Kinase-Kinase"
"SGD:S000005758","YOR232W","S. cerevisiae","MGE1","Mitochondrial GrpE"
"SGD:S000005762","YOR236W","S. cerevisiae","DFR1","DihydroFolate Reductase"
"SGD:S000005765","YOR239W","S. cerevisiae","ABP140","Actin Binding Protein"
"SGD:S000005767","YOR241W","S. cerevisiae","MET7","METhionine requiring"
"SGD:S000005768","YOR242C","S. cerevisiae","SSP2","Sporulation SPecific"
"SGD:S000005769","YOR243C","S. cerevisiae","PUS7","PseudoUridine Synthase"
"SGD:S000005770","YOR244W","S. cerevisiae","ESA1",""
"SGD:S000005771","YOR245C","S. cerevisiae","DGA1","DiacylGlycerol Acyltransferase"
"SGD:S000005772","YOR246C","S. cerevisiae","ENV9","late ENdosome and Vacuole interface function"
"SGD:S000005773","YOR247W","S. cerevisiae","SRL1","Suppressor of Rad53 null Lethality"
"SGD:S000005775","YOR249C","S. cerevisiae","APC5","Anaphase Promoting Complex"
"SGD:S000005776","YOR250C","S. cerevisiae","CLP1","CLeavage/Polyadenylation factor Ia subunit"
"SGD:S000005777","YOR251C","S. cerevisiae","TUM1","ThioUridine Modification"
"SGD:S000005778","YOR252W","S. cerevisiae","TMA16","Translation Machinery Associated"
"SGD:S000005780","YOR254C","S. cerevisiae","SEC63","SECretory"
"SGD:S000005783","YOR257W","S. cerevisiae","CDC31","Cell Division Cycle"
"SGD:S000005784","YOR258W","S. cerevisiae","HNT3","Histidine triad NucleoTide-binding"
"SGD:S000005785","YOR259C","S. cerevisiae","RPT4","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
"SGD:S000005786","YOR260W","S. cerevisiae","GCD1","General Control Derepressed"
